correct_answer,caption_0,caption_1,caption_2,caption_3,correct_answer_template,image_path
0,"This video features driving, but not bicycle",This video does not feature car,"This video features bicycle, but not driving",This video features bicycle,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7616.mp4
2,This video does not feature building,"This video features inside, but not chinese temple",This video features building and chinese temple,This video features inside,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8741.mp4
2,This video features microwave,This video does not feature cooking,This video does not feature microwave,"This video features microwave, but not pan",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8751.mp4
0,This video does not feature park,"This video features park, but not animation",This video features park,This video does not feature cupid,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7365.mp4
0,This video features pitcher and baseball,"This video features cricket, but not baseball",This video features cricket,This video does not feature pitcher,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9021.mp4
2,This video features hulk,This video does not feature captain america,This video does not feature hulk,"This video features hulk, but not bridge",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8319.mp4
0,"This video features barn, but not cats",This video does not feature horses,This video features cats,"This video features cats, but not barn",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8327.mp4
1,This video does not feature hugging,"This video features dancing, but not argument","This video features argument, but not dancing",This video features argument,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9801.mp4
2,This video does not feature band,"This video features swimming, but not performing",This video does not feature swimming,This video features swimming,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9243.mp4
3,This video features cooking,This video does not feature machinery,"This video features cooking, but not explaining",This video features machinery and explaining,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9368.mp4
0,This video does not feature frying,This video does not feature mixing,"This video features frying, but not bowl",This video features frying,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9731.mp4
1,This video features baking,This video does not feature baking,This video does not feature cooking,"This video features baking, but not chef",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7695.mp4
2,This video does not feature cooking,This video features fine dining,This video features cooking and culture,"This video features fine dining, but not culture",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8836.mp4
3,This video features swimming,"This video features swimming, but not people",This video does not feature waterfall,This video features waterfall and people,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8335.mp4
3,This video does not feature talking about appliances,This video features washing dishes,"This video features washing dishes, but not best buy","This video features best buy, but not washing dishes",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7563.mp4
0,This video features children and laughing,This video does not feature children,This video features crying,"This video features crying, but not laughing",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7970.mp4
2,This video features dessert,"This video features dessert, but not chef","This video features chef, but not dessert",This video does not feature cooking,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8662.mp4
0,This video features painting fingernails and nail polish,This video does not feature painting fingernails,"This video features toenails, but not nail polish",This video features toenails,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9025.mp4
2,This video features cure,"This video features cure, but not condition",This video does not feature cure,This video does not feature woman,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9782.mp4
0,This video features director of data science and interview,"This video features person, but not interview",This video does not feature director of data science,This video features person,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9901.mp4
2,This video does not feature pushing,This video features driving,"This video features cartoon characters, but not driving","This video features driving, but not cartoon characters",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7912.mp4
3,This video features father,"This video features father, but not children",This video does not feature mother,"This video features children, but not father",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8348.mp4
0,This video does not feature music,"This video features music, but not explanation",This video does not feature biotechnology,This video features music,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9119.mp4
0,This video does not feature human,This video does not feature water,This video features human,"This video features human, but not mars",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9620.mp4
1,This video features basketball,This video features man and woman,"This video features basketball, but not woman",This video does not feature man,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8974.mp4
2,This video does not feature avengers movie,This video features captain america,This video does not feature captain america,"This video features captain america, but not chris hemsworth",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9742.mp4
0,This video features couple and kiss,This video features fighting,This video does not feature couple,"This video features fighting, but not kiss",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8653.mp4
